rank,cihui,pinyin,mismatch_parsed,invalid_parsed,has_subdefs,raw_html
85339,虚辞,xūcí,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>虚辞</x-hw><x-pr> xūcí</x-pr>
<dt>见“<a href=""entry://虚词"" type=""see"">虚词</a>”<x-f>。</x-f>现在一般写作“虚词”<x-f>。</x-f></dt>
"
85515,梢公,shāogōng,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>梢公</x-hw><x-pr> shāogōng</x-pr><br>现在规范词形写作“<a href=""entry://艄公"" type=""normalized"">艄公</a>”<x-f>。</x-f>
"
85627,启衅,qǐxìn,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>启衅</x-hw><x-pr> qǐxìn</x-pr>现在一般写作“起衅”<x-f>。</x-f></dt>
"
86104,答茬儿,dāchár,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>答茬<x-er>儿</x-er></x-hw><x-pr> dāchár</x-pr>现在一般写作“搭茬<x-er>儿</x-er>”<x-f>。</x-f>
"
86376,钻劲儿,zuānjìnr,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>钻劲<x-er>儿</x-er></x-hw><x-pr> zuānjìnr</x-pr><br><x-gram>名</x-gram>刻苦钻研的劲头<x-er>儿</x-er><x-f>。</x-f>
"
86556,玳玳花,dàidàihuā,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>玳玳花</x-hw><x-pr> dàidàihuā</x-pr>现在一般写作“代代花”<x-f>。</x-f></dt>
"
86881,慑伏,shèfú,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>慑伏</x-hw><x-pr> shèfú</x-pr>现在一般写作“慑服”<x-f>。</x-f></dt>
"
87305,妆束,zhuāngshù,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>妆束</x-hw><x-pr> zhuāngshù</x-pr><br>见“<a href=""entry://装束"" type=""see"">装束</a>”<x-f>。</x-f>现在一般写作“装束”<x-f>。</x-f></dt>
"
87315,拧劲儿,nìngjìnr,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>拧劲<x-er>儿</x-er></x-hw><x-pr> nìngjìnr</x-pr>〈口〉<br><x-gram>名</x-gram>倔强、不顺从的神情、态度</dt><x-dd>▷</x-dd><x-ex><x-key>拧劲儿</x-key>一上来，谁</x-ex>（也说不服他<x-f>。</x-f>）
"
87510,伏帖,fútiē,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>伏帖</x-hw><x-pr> fútiē</x-pr>
<dt><x-sn>①</x-sn>见“<a href=""entry://服帖"" type=""see"">服帖</a>”<x-f>。</x-f>现在一般写作“服帖”<x-f>。</x-f></dt>
<dt><x-sn>②</x-sn>见“<a href=""entry://伏贴"" type=""see"">伏贴</a>”<x-f>。</x-f>现在一般写作“伏贴”<x-f>。</x-f></dt>
"
87821,妄下雌黄,wàngxià-cíhuáng,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>妄下雌黄</x-hw><x-pr> wàngxià-cíhuáng</x-pr>随意乱改别人的文字或乱发议论<x-f>。</x-f></dt>
<dt>见“<a href=""entry://雌黄"" type=""see"">雌黄</a>”<x-f>。</x-f>
"
87970,苕帚,tiáozhou,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>苕帚</x-hw><x-pr> tiáozhou</x-pr>现在一般写作“笤（tiáo）帚”<x-f>。</x-f></dt>
"
88052,鸠合,jiūhé,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>鸠合</x-hw><x-pr> jiūhé</x-pr><br>现在规范词形写作“<a href=""entry://纠合"" type=""normalized"">纠合</a>”<x-f>。</x-f>
"
88194,於戏,wūhū,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>於戏</x-hw><x-pr> wūhū</x-pr>现在一般写作“呜呼”<x-f>。</x-f></dt>
"
88448,相似形,xiāngsìxíng,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>相似 <x-g>形</x-g> </x-hw><x-pr> xiāngsìxíng</x-pr><br><x-gram>名</x-gram>几何学上把对应角相等、对应边成比例的两个多边形叫相似形<x-f>。</x-f></dt>
"
88633,黔驴之技,qiánlǘzhījì,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>黔驴之技</x-hw><x-pr> qiánlǘzhījì</x-pr>比喻极其有限的一点<x-er>儿</x-er>本领<x-f>。</x-f>
<dt>见“<a href=""entry://黔驴技穷"" type=""see"">黔驴技穷</a>”<x-f>。</x-f>
"
88903,重趼,chóngjiǎn,False,False,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>重趼</x-hw><x-pr> chóngjiǎn</x-pr>
<dt>见“<a href=""entry://重茧"" type=""see"">重茧</a>”<x-f>。</x-f>现在一般写作“重茧”<x-f>。</x-f></dt>
"
89045,蜚短流长,fēiduǎn-liúcháng,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>蜚短流长</x-hw><x-pr> fēiduǎn-liúcháng</x-pr>现在一般写作“飞短流长”<x-f>。</x-f></dt>
"
89219,崇论闳议,chónglùn-hóngyì,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>崇论闳议</x-hw><x-pr> chónglùn-hóngyì</x-pr>现在一般写作“崇论宏议”<x-f>。</x-f></dt>
"
89370,倢伃,jiéyú,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>倢伃</x-hw><x-pr> jiéyú</x-pr>现在一般写作“婕妤”<x-f>。</x-f></dt>
"
89944,杂遝,zátà,False,True,False,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>杂遝</x-hw><x-pr> zátà</x-pr><br>现在规范词形写作“<a href=""entry://杂沓"" type=""normalized"">杂沓</a>”<x-f>。</x-f>
"
